% Model:              microstrip_patch_antenna.mph
% Version:            COMSOL 5.0.0.243
% Date:               Mar 31 2023, 16:50
% Dimension:          3
% Nodes:              1000000
% Expressions:        1
% Description:        Electric field, y component
% Length unit:        mm
% Theta           Phi              r
1.84052903        4.56958931       0.04352129
1.84052903        4.63305583       0.04430486
1.84052903        4.69652235       0.04494995
1.84052903        4.75998887       0.04545049
1.84052903        4.82345539       0.04580014
1.84052903        4.88692191       0.04599235
1.84052903        4.95038842       0.04602055
1.84052903        5.01385494       0.04587823
1.84052903        5.07732146       0.04555926
1.84052903        5.14078798       0.04505811
1.84052903        5.20425450       0.04437020
1.84052903        5.26772102       0.04349241
1.84052903        5.33118753       0.04242361
1.84052903        5.39465405       0.04116539
1.84052903        5.45812057       0.03972308
1.84052903        5.52158709       0.03810707
1.84052903        5.58505361       0.03633469
1.84052903        5.64852012       0.03443280
1.84052903        5.71198664       0.03244153
1.84052903        5.77545316       0.03041948
1.84052903        5.83891968       0.02845054
1.84052903        5.90238620       0.02665168
1.84052903        5.96585272       0.02517834
1.84052903        6.02931923       0.02421962
1.84052903        6.09278575       0.02397161
1.84052903        6.15625227       0.02458696
1.84052903        6.21971879       0.02612517
1.84052903        6.28318531       0.02854212
1.87226229        0.00000000       0.02854212
1.87226229        0.06346652       0.02602536
1.87226229        0.12693304       0.02435487
1.87226229        0.19039955       0.02358084
1.87226229        0.25386607       0.02365704
1.87226229        0.31733259       0.02444456
1.87226229        0.38079911       0.02575579
1.87226229        0.44426563       0.02740449
1.87226229        0.50773215       0.02923489
1.87226229        0.57119866       0.03112883
1.87226229        0.63466518       0.03300149
1.87226229        0.69813170       0.03479387
1.87226229        0.76159822       0.03646592
1.87226229        0.82506474       0.03799125
1.87226229        0.88853126       0.03935324
1.87226229        0.95199777       0.04054231
1.87226229        1.01546429       0.04155396
1.87226229        1.07893081       0.04238736
1.87226229        1.14239733       0.04304430
1.87226229        1.20586385       0.04352840
1.87226229        1.26933037       0.04384453
1.87226229        1.33279688       0.04399827
1.87226229        1.39626340       0.04399560
1.87226229        1.45972992       0.04384260
1.87226229        1.52319644       0.04354519
1.87226229        1.58666296       0.04310900
1.87226229        1.65012947       0.04253925
1.87226229        1.71359599       0.04184068
1.87226229        1.77706251       0.04101757
1.87226229        1.84052903       0.04007370
1.87226229        1.90399555       0.03901246
1.87226229        1.96746207       0.03783686
1.87226229        2.03092858       0.03654972
1.87226229        2.09439510       0.03515368
1.87226229        2.15786162       0.03365139
1.87226229        2.22132814       0.03204562
1.87226229        2.28479466       0.03033935
1.87226229        2.34826118       0.02853590
1.87226229        2.41172769       0.02663903
1.87226229        2.47519421       0.02465300
1.87226229        2.53866073       0.02258265
1.87226229        2.60212725       0.02043346
1.87226229        2.66559377       0.01821152
1.87226229        2.72906028       0.01592356
1.87226229        2.79252680       0.01357694
1.87226229        2.85599332       0.01117960
1.87226229        2.91945984       0.00873999
1.87226229        2.98292636       0.00626700
1.87226229        3.04639288       0.00376992
1.87226229        3.10985939       0.00125827
1.87226229        3.17332591       0.00125827
1.87226229        3.23679243       0.00376992
1.87226229        3.30025895       0.00626700
1.87226229        3.36372547       0.00873999
1.87226229        3.42719199       0.01117960
1.87226229        3.49065850       0.01357694
1.87226229        3.55412502       0.01592356
1.87226229        3.61759154       0.01821152
1.87226229        3.68105806       0.02043346
1.87226229        3.74452458       0.02258265
1.87226229        3.80799110       0.02465300
1.87226229        3.87145761       0.02663903
1.87226229        3.93492413       0.02853590
1.87226229        3.99839065       0.03033935
1.87226229        4.06185717       0.03204562
1.87226229        4.12532369       0.03365139
1.87226229        4.18879020       0.03515368
1.87226229        4.25225672       0.03654972
1.87226229        4.31572324       0.03783686
1.87226229        4.37918976       0.03901246
1.87226229        4.44265628       0.04007370
1.87226229        4.50612280       0.04101757
1.87226229        4.56958931       0.04184068
1.87226229        4.63305583       0.04253925
1.87226229        4.69652235       0.04310900
1.87226229        4.75998887       0.04354519
1.87226229        4.82345539       0.04384260
1.87226229        4.88692191       0.04399560
1.87226229        4.95038842       0.04399827
1.87226229        5.01385494       0.04384453
1.87226229        5.07732146       0.04352840
1.87226229        5.14078798       0.04304430
1.87226229        5.20425450       0.04238736
1.87226229        5.26772102       0.04155396
1.87226229        5.33118753       0.04054231
1.87226229        5.39465405       0.03935324
1.87226229        5.45812057       0.03799125
1.87226229        5.52158709       0.03646592
1.87226229        5.58505361       0.03479387
1.87226229        5.64852012       0.03300149
1.87226229        5.71198664       0.03112883
1.87226229        5.77545316       0.02923489
1.87226229        5.83891968       0.02740449
1.87226229        5.90238620       0.02575579
1.87226229        5.96585272       0.02444456
1.87226229        6.02931923       0.02365704
1.87226229        6.09278575       0.02358084
1.87226229        6.15625227       0.02435487
1.87226229        6.21971879       0.02602536
1.87226229        6.28318531       0.02854212
1.90399555        0.00000000       0.02854212
1.90399555        0.06346652       0.02593449
1.90399555        0.12693304       0.02413489
1.90399555        0.19039955       0.02319984
1.90399555        0.25386607       0.02309816
1.90399555        0.31733259       0.02370781
1.90399555        0.38079911       0.02485266
1.90399555        0.44426563       0.02635111
1.90399555        0.50773215       0.02804770
1.90399555        0.57119866       0.02982298
1.90399555        0.63466518       0.03159073
1.90399555        0.69813170       0.03329104
1.90399555        0.76159822       0.03488345
1.90399555        0.82506474       0.03634153
1.90399555        0.88853126       0.03764889
1.90399555        0.95199777       0.03879628
1.90399555        1.01546429       0.03977956
1.90399555        1.07893081       0.04059822
1.90399555        1.14239733       0.04125422
1.90399555        1.20586385       0.04175122
1.90399555        1.26933037       0.04209390
1.90399555        1.33279688       0.04228747
1.90399555        1.39626340       0.04233728
1.90399555        1.45972992       0.04224856
1.90399555        1.52319644       0.04202614
1.90399555        1.58666296       0.04167440
1.90399555        1.65012947       0.04119709
1.90399555        1.71359599       0.04059739
1.90399555        1.77706251       0.03987785
1.90399555        1.84052903       0.03904052
1.90399555        1.90399555       0.03808702
1.90399555        1.96746207       0.03701865
1.90399555        2.03092858       0.03583654
1.90399555        2.09439510       0.03454182
1.90399555        2.15786162       0.03313576
1.90399555        2.22132814       0.03161989
1.90399555        2.28479466       0.02999621
1.90399555        2.34826118       0.02826725
1.90399555        2.41172769       0.02643619
1.90399555        2.47519421       0.02450699
1.90399555        2.53866073       0.02248439
1.90399555        2.60212725       0.02037397
1.90399555        2.66559377       0.01818215
1.90399555        2.72906028       0.01591622
1.90399555        2.79252680       0.01358423
1.90399555        2.85599332       0.01119497
1.90399555        2.91945984       0.00875790
1.90399555        2.98292636       0.00628304
1.90399555        3.04639288       0.00378085
1.90399555        3.10985939       0.00126213
1.90399555        3.17332591       0.00126213
1.90399555        3.23679243       0.00378085
1.90399555        3.30025895       0.00628304
1.90399555        3.36372547       0.00875790
1.90399555        3.42719199       0.01119497
1.90399555        3.49065850       0.01358423
1.90399555        3.55412502       0.01591622
1.90399555        3.61759154       0.01818215
1.90399555        3.68105806       0.02037397
1.90399555        3.74452458       0.02248439
1.90399555        3.80799110       0.02450699
1.90399555        3.87145761       0.02643619
1.90399555        3.93492413       0.02826725
1.90399555        3.99839065       0.02999621
1.90399555        4.06185717       0.03161989
1.90399555        4.12532369       0.03313576
1.90399555        4.18879020       0.03454182
1.90399555        4.25225672       0.03583654
1.90399555        4.31572324       0.03701865
1.90399555        4.37918976       0.03808702
1.90399555        4.44265628       0.03904052
1.90399555        4.50612280       0.03987785
1.90399555        4.56958931       0.04059739
1.90399555        4.63305583       0.04119709
1.90399555        4.69652235       0.04167440
1.90399555        4.75998887       0.04202614
1.90399555        4.82345539       0.04224856
1.90399555        4.88692191       0.04233728
1.90399555        4.95038842       0.04228747
1.90399555        5.01385494       0.04209390
1.90399555        5.07732146       0.04175122
1.90399555        5.14078798       0.04125422
1.90399555        5.20425450       0.04059822
1.90399555        5.26772102       0.03977956
1.90399555        5.33118753       0.03879628
1.90399555        5.39465405       0.03764889
1.90399555        5.45812057       0.03634153
1.90399555        5.52158709       0.03488345
1.90399555        5.58505361       0.03329104
1.90399555        5.64852012       0.03159073
1.90399555        5.71198664       0.02982298
1.90399555        5.77545316       0.02804770
1.90399555        5.83891968       0.02635111
1.90399555        5.90238620       0.02485266
1.90399555        5.96585272       0.02370781
1.90399555        6.02931923       0.02309816
1.90399555        6.09278575       0.02319984
1.90399555        6.15625227       0.02413489
1.90399555        6.21971879       0.02593449
1.90399555        6.28318531       0.02854212
1.93572881        0.00000000       0.02854212
1.93572881        0.06346652       0.02585316
1.93572881        0.12693304       0.02392879
1.93572881        0.19039955       0.02283176
1.93572881        0.25386607       0.02254724
1.93572881        0.31733259       0.02297288
1.93572881        0.38079911       0.02394717
1.93572881        0.44426563       0.02529523
1.93572881        0.50773215       0.02686264
1.93572881        0.57119866       0.02852854
1.93572881        0.63466518       0.03020483
1.93572881        0.69813170       0.03183004
1.93572881        0.76159822       0.03336267
1.93572881        0.82506474       0.03477567
1.93572881        0.88853126       0.03605226
1.93572881        0.95199777       0.03718300
1.93572881        1.01546429       0.03816358
1.93572881        1.07893081       0.03899326
1.93572881        1.14239733       0.03967370
1.93572881        1.20586385       0.04020809
1.93572881        1.26933037       0.04060046
1.93572881        1.33279688       0.04085522
1.93572881        1.39626340       0.04097670
1.93572881        1.45972992       0.04096893
1.93572881        1.52319644       0.04083538
1.93572881        1.58666296       0.04057894
1.93572881        1.65012947       0.04020174
1.93572881        1.71359599       0.03970530
1.93572881        1.77706251       0.03909047
1.93572881        1.84052903       0.03835762
1.93572881        1.90399555       0.03750674
1.93572881        1.96746207       0.03653759
1.93572881        2.03092858       0.03544992
1.93572881        2.09439510       0.03424358
1.93572881        2.15786162       0.03291878
1.93572881        2.22132814       0.03147618
1.93572881        2.28479466       0.02991709
1.93572881        2.34826118       0.02824359
1.93572881        2.41172769       0.02645860
1.93572881        2.47519421       0.02456600
1.93572881        2.53866073       0.02257070
1.93572881        2.60212725       0.02047857
1.93572881        2.66559377       0.01829655
1.93572881        2.72906028       0.01603253
1.93572881        2.79252680       0.01369535
1.93572881        2.85599332       0.01129471
1.93572881        2.91945984       0.00884104
1.93572881        2.98292636       0.00634543
1.93572881        3.04639288       0.00381950
1.93572881        3.10985939       0.00127521
1.93572881        3.17332591       0.00127521
1.93572881        3.23679243       0.00381950
1.93572881        3.30025895       0.00634543
1.93572881        3.36372547       0.00884104
1.93572881        3.42719199       0.01129471
1.93572881        3.49065850       0.01369535
1.93572881        3.55412502       0.01603253
1.93572881        3.61759154       0.01829655
1.93572881        3.68105806       0.02047857
1.93572881        3.74452458       0.02257070
1.93572881        3.80799110       0.02456600
1.93572881        3.87145761       0.02645860
1.93572881        3.93492413       0.02824359
1.93572881        3.99839065       0.02991709
1.93572881        4.06185717       0.03147618
1.93572881        4.12532369       0.03291878
1.93572881        4.18879020       0.03424358
1.93572881        4.25225672       0.03544992
1.93572881        4.31572324       0.03653759
1.93572881        4.37918976       0.03750674
1.93572881        4.44265628       0.03835762
1.93572881        4.50612280       0.03909047
1.93572881        4.56958931       0.03970530
1.93572881        4.63305583       0.04020174
1.93572881        4.69652235       0.04057894
1.93572881        4.75998887       0.04083538
1.93572881        4.82345539       0.04096893
1.93572881        4.88692191       0.04097670
1.93572881        4.95038842       0.04085522
1.93572881        5.01385494       0.04060046
1.93572881        5.07732146       0.04020809
1.93572881        5.14078798       0.03967370
1.93572881        5.20425450       0.03899326
1.93572881        5.26772102       0.03816358
1.93572881        5.33118753       0.03718300
1.93572881        5.39465405       0.03605226
1.93572881        5.45812057       0.03477567
1.93572881        5.52158709       0.03336267
1.93572881        5.58505361       0.03183004
1.93572881        5.64852012       0.03020483
1.93572881        5.71198664       0.02852854
1.93572881        5.77545316       0.02686264
1.93572881        5.83891968       0.02529523
1.93572881        5.90238620       0.02394717
1.93572881        5.96585272       0.02297288
1.93572881        6.02931923       0.02254724
1.93572881        6.09278575       0.02283176
1.93572881        6.15625227       0.02392879
1.93572881        6.21971879       0.02585316
1.93572881        6.28318531       0.02854212
1.96746207        0.00000000       0.02854212
1.96746207        0.06346652       0.02578196
1.96746207        0.12693304       0.02373838
1.96746207        0.19039955       0.02247995
1.96746207        0.25386607       0.02200887
1.96746207        0.31733259       0.02224485
1.96746207        0.38079911       0.02304426
1.96746207        0.44426563       0.02424127
1.96746207        0.50773215       0.02568347
1.96746207        0.57119866       0.02724850
1.96746207        0.63466518       0.02884583
1.96746207        0.69813170       0.03041168
1.96746207        0.76159822       0.03190275
1.96746207        0.82506474       0.03329064
1.96746207        0.88853126       0.03455755
1.96746207        0.95199777       0.03569320
1.96746207        1.01546429       0.03669252
1.96746207        1.07893081       0.03755400
1.96746207        1.14239733       0.03827846
1.96746207        1.20586385       0.03886817
1.96746207        1.26933037       0.03932612
1.96746207        1.33279688       0.03965552
1.96746207        1.39626340       0.03985940
1.96746207        1.45972992       0.03994038
1.96746207        1.52319644       0.03990047
1.96746207        1.58666296       0.03974099
1.96746207        1.65012947       0.03946253
1.96746207        1.71359599       0.03906504
1.96746207        1.77706251       0.03854790
1.96746207        1.84052903       0.03791006
1.96746207        1.90399555       0.03715018
1.96746207        1.96746207       0.03626689
1.96746207        2.03092858       0.03525889
1.96746207        2.09439510       0.03412521
1.96746207        2.15786162       0.03286536
1.96746207        2.22132814       0.03147951
1.96746207        2.28479466       0.02996865
1.96746207        2.34826118       0.02833468
1.96746207        2.41172769       0.02658055
1.96746207        2.47519421       0.02471029
1.96746207        2.53866073       0.02272909
1.96746207        2.60212725       0.02064326
1.96746207        2.66559377       0.01846025
1.96746207        2.72906028       0.01618861
1.96746207        2.79252680       0.01383787
1.96746207        2.85599332       0.01141853
1.96746207        2.91945984       0.00894188
1.96746207        2.98292636       0.00641991
1.96746207        3.04639288       0.00386517
1.96746207        3.10985939       0.00129060
1.96746207        3.17332591       0.00129060
1.96746207        3.23679243       0.00386517
1.96746207        3.30025895       0.00641991
1.96746207        3.36372547       0.00894188
1.96746207        3.42719199       0.01141853
1.96746207        3.49065850       0.01383787
1.96746207        3.55412502       0.01618861
1.96746207        3.61759154       0.01846025
1.96746207        3.68105806       0.02064326
1.96746207        3.74452458       0.02272909
1.96746207        3.80799110       0.02471029
1.96746207        3.87145761       0.02658055
1.96746207        3.93492413       0.02833468
1.96746207        3.99839065       0.02996865
1.96746207        4.06185717       0.03147951
1.96746207        4.12532369       0.03286536
1.96746207        4.18879020       0.03412521
1.96746207        4.25225672       0.03525889
1.96746207        4.31572324       0.03626689
1.96746207        4.37918976       0.03715018
1.96746207        4.44265628       0.03791006
1.96746207        4.50612280       0.03854790
1.96746207        4.56958931       0.03906504
1.96746207        4.63305583       0.03946253
1.96746207        4.69652235       0.03974099
1.96746207        4.75998887       0.03990047
1.96746207        4.82345539       0.03994038
1.96746207        4.88692191       0.03985940
1.96746207        4.95038842       0.03965552
1.96746207        5.01385494       0.03932612
1.96746207        5.07732146       0.03886817
1.96746207        5.14078798       0.03827846
1.96746207        5.20425450       0.03755400
1.96746207        5.26772102       0.03669252
1.96746207        5.33118753       0.03569320
1.96746207        5.39465405       0.03455755
1.96746207        5.45812057       0.03329064
1.96746207        5.52158709       0.03190275
1.96746207        5.58505361       0.03041168
1.96746207        5.64852012       0.02884583
1.96746207        5.71198664       0.02724850
1.96746207        5.77545316       0.02568347
1.96746207        5.83891968       0.02424127
1.96746207        5.90238620       0.02304426
1.96746207        5.96585272       0.02224485
1.96746207        6.02931923       0.02200887
1.96746207        6.09278575       0.02247995
1.96746207        6.15625227       0.02373838
1.96746207        6.21971879       0.02578196
1.96746207        6.28318531       0.02854212
1.99919533        0.00000000       0.02854212
1.99919533        0.06346652       0.02572145
1.99919533        0.12693304       0.02356551
1.99919533        0.19039955       0.02214796
1.99919533        0.25386607       0.02148796
1.99919533        0.31733259       0.02152919
1.99919533        0.38079911       0.02214899
1.99919533        0.44426563       0.02319334
1.99919533        0.50773215       0.02451309
1.99919533        0.57119866       0.02598443
1.99919533        0.63466518       0.02751371
1.99919533        0.69813170       0.02903402
1.99919533        0.76159822       0.03049941
1.99919533        0.82506474       0.03187929
1.99919533        0.88853126       0.03315411
1.99919533        0.95199777       0.03431207
1.99919533        1.01546429       0.03534672
1.99919533        1.07893081       0.03625523
1.99919533        1.14239733       0.03703713
1.99919533        1.20586385       0.03769333
1.99919533        1.26933037       0.03822544
1.99919533        1.33279688       0.03863524
1.99919533        1.39626340       0.03892434
1.99919533        1.45972992       0.03909389
1.99919533        1.52319644       0.03914444
1.99919533        1.58666296       0.03907590
1.99919533        1.65012947       0.03888755
1.99919533        1.71359599       0.03857808
1.99919533        1.77706251       0.03814572
1.99919533        1.84052903       0.03758842
1.99919533        1.90399555       0.03690398
1.99919533        1.96746207       0.03609028
1.99919533        2.03092858       0.03514549
1.99919533        2.09439510       0.03406819
1.99919533        2.15786162       0.03285763
1.99919533        2.22132814       0.03151384
1.99919533        2.28479466       0.03003778
1.99919533        2.34826118       0.02843146
1.99919533        2.41172769       0.02669804
1.99919533        2.47519421       0.02484182
1.99919533        2.53866073       0.02286837
1.99919533        2.60212725       0.02078444
1.99919533        2.66559377       0.01859796
1.99919533        2.72906028       0.01631801
1.99919533        2.79252680       0.01395472
1.99919533        2.85599332       0.01151918
1.99919533        2.91945984       0.00902332
1.99919533        2.98292636       0.00647979
1.99919533        3.04639288       0.00390178
1.99919533        3.10985939       0.00130292
1.99919533        3.17332591       0.00130292
1.99919533        3.23679243       0.00390178
1.99919533        3.30025895       0.00647979
1.99919533        3.36372547       0.00902332
1.99919533        3.42719199       0.01151918
1.99919533        3.49065850       0.01395472
1.99919533        3.55412502       0.01631801
1.99919533        3.61759154       0.01859796
1.99919533        3.68105806       0.02078444
1.99919533        3.74452458       0.02286837
1.99919533        3.80799110       0.02484182
1.99919533        3.87145761       0.02669804
1.99919533        3.93492413       0.02843146
1.99919533        3.99839065       0.03003778
1.99919533        4.06185717       0.03151384
1.99919533        4.12532369       0.03285763
1.99919533        4.18879020       0.03406819
1.99919533        4.25225672       0.03514549
1.99919533        4.31572324       0.03609028
1.99919533        4.37918976       0.03690398
1.99919533        4.44265628       0.03758842
1.99919533        4.50612280       0.03814572
1.99919533        4.56958931       0.03857808
1.99919533        4.63305583       0.03888755
1.99919533        4.69652235       0.03907590
1.99919533        4.75998887       0.03914444
1.99919533        4.82345539       0.03909389
1.99919533        4.88692191       0.03892434
1.99919533        4.95038842       0.03863524
1.99919533        5.01385494       0.03822544
1.99919533        5.07732146       0.03769333
1.99919533        5.14078798       0.03703713
1.99919533        5.20425450       0.03625523
1.99919533        5.26772102       0.03534672
1.99919533        5.33118753       0.03431207
1.99919533        5.39465405       0.03315411
1.99919533        5.45812057       0.03187929
1.99919533        5.52158709       0.03049941
1.99919533        5.58505361       0.02903402
1.99919533        5.64852012       0.02751371
1.99919533        5.71198664       0.02598443
1.99919533        5.77545316       0.02451309
1.99919533        5.83891968       0.02319334
1.99919533        5.90238620       0.02214899
1.99919533        5.96585272       0.02152919
1.99919533        6.02931923       0.02148796
1.99919533        6.09278575       0.02214796
1.99919533        6.15625227       0.02356551
1.99919533        6.21971879       0.02572145
1.99919533        6.28318531       0.02854212
2.03092858        0.00000000       0.02854212
2.03092858        0.06346652       0.02567218
2.03092858        0.12693304       0.02341207
2.03092858        0.19039955       0.02183949
2.03092858        0.25386607       0.02098982
2.03092858        0.31733259       0.02083180
2.03092858        0.38079911       0.02126673
2.03092858        0.44426563       0.02215547
2.03092858        0.50773215       0.02335382
2.03092858        0.57119866       0.02473667
2.03092858        0.63466518       0.02620667
2.03092858        0.69813170       0.02769282
2.03092858        0.76159822       0.02914552
2.03092858        0.82506474       0.03053115
2.03092858        0.88853126       0.03182758
2.03092858        0.95199777       0.03302081
2.03092858        1.01546429       0.03410242
2.03092858        1.07893081       0.03506777
2.03092858        1.14239733       0.03591464
2.03092858        1.20586385       0.03664231
2.03092858        1.26933037       0.03725079
2.03092858        1.33279688       0.03774033
2.03092858        1.39626340       0.03811108
2.03092858        1.45972992       0.03836282
2.03092858        1.52319644       0.03849486
2.03092858        1.58666296       0.03850597
2.03092858        1.65012947       0.03839441
2.03092858        1.71359599       0.03815804
2.03092858        1.77706251       0.03779439
2.03092858        1.84052903       0.03730084
2.03092858        1.90399555       0.03667482
2.03092858        1.96746207       0.03591394
2.03092858        2.03092858       0.03501622
2.03092858        2.09439510       0.03398023
2.03092858        2.15786162       0.03280531
2.03092858        2.22132814       0.03149163
2.03092858        2.28479466       0.03004042
2.03092858        2.34826118       0.02845396
2.03092858        2.41172769       0.02673572
2.03092858        2.47519421       0.02489040
2.03092858        2.53866073       0.02292391
2.03092858        2.60212725       0.02084341
2.03092858        2.66559377       0.01865722
2.03092858        2.72906028       0.01637482
2.03092858        2.79252680       0.01400672
2.03092858        2.85599332       0.01156439
2.03092858        2.91945984       0.00906013
2.03092858        2.98292636       0.00650695
2.03092858        3.04639288       0.00391843
2.03092858        3.10985939       0.00130853
2.03092858        3.17332591       0.00130853
2.03092858        3.23679243       0.00391843
2.03092858        3.30025895       0.00650695
2.03092858        3.36372547       0.00906013
2.03092858        3.42719199       0.01156439
2.03092858        3.49065850       0.01400672
2.03092858        3.55412502       0.01637482
2.03092858        3.61759154       0.01865722
2.03092858        3.68105806       0.02084341
2.03092858        3.74452458       0.02292391
2.03092858        3.80799110       0.02489040
2.03092858        3.87145761       0.02673572
2.03092858        3.93492413       0.02845396
2.03092858        3.99839065       0.03004042
2.03092858        4.06185717       0.03149163
2.03092858        4.12532369       0.03280531
2.03092858        4.18879020       0.03398023
2.03092858        4.25225672       0.03501622
2.03092858        4.31572324       0.03591394
2.03092858        4.37918976       0.03667482
2.03092858        4.44265628       0.03730084
2.03092858        4.50612280       0.03779439
2.03092858        4.56958931       0.03815804
2.03092858        4.63305583       0.03839441
2.03092858        4.69652235       0.03850597
2.03092858        4.75998887       0.03849486
2.03092858        4.82345539       0.03836282
2.03092858        4.88692191       0.03811108
2.03092858        4.95038842       0.03774033
2.03092858        5.01385494       0.03725079
2.03092858        5.07732146       0.03664231
2.03092858        5.14078798       0.03591464
2.03092858        5.20425450       0.03506777
2.03092858        5.26772102       0.03410242
2.03092858        5.33118753       0.03302081
2.03092858        5.39465405       0.03182758
2.03092858        5.45812057       0.03053115
2.03092858        5.52158709       0.02914552
2.03092858        5.58505361       0.02769282
2.03092858        5.64852012       0.02620667
2.03092858        5.71198664       0.02473667
2.03092858        5.77545316       0.02335382
2.03092858        5.83891968       0.02215547
2.03092858        5.90238620       0.02126673
2.03092858        5.96585272       0.02083180
2.03092858        6.02931923       0.02098982
2.03092858        6.09278575       0.02183949
2.03092858        6.15625227       0.02341207
2.03092858        6.21971879       0.02567218
2.03092858        6.28318531       0.02854212
2.06266184        0.00000000       0.02854212
2.06266184        0.06346652       0.02563465
2.06266184        0.12693304       0.02327993
2.06266184        0.19039955       0.02155837
2.06266184        0.25386607       0.02052014
2.06266184        0.31733259       0.02015916
2.06266184        0.38079911       0.02040337
2.06266184        0.44426563       0.02113187
2.06266184        0.50773215       0.02220760
2.06266184        0.57119866       0.02350472
2.06266184        0.63466518       0.02492154
2.06266184        0.69813170       0.02638202
2.06266184        0.76159822       0.02783185
2.06266184        0.82506474       0.02923340
2.06266184        0.88853126       0.03056120
2.06266184        0.95199777       0.03179837
2.06266184        1.01546429       0.03293397
2.06266184        1.07893081       0.03396112
2.06266184        1.14239733       0.03487558
2.06266184        1.20586385       0.03567475
2.06266184        1.26933037       0.03635698
2.06266184        1.33279688       0.03692098
2.06266184        1.39626340       0.03736556
2.06266184        1.45972992       0.03768933
2.06266184        1.52319644       0.03789061
2.06266184        1.58666296       0.03796739
2.06266184        1.65012947       0.03791731
2.06266184        1.71359599       0.03773779
2.06266184        1.77706251       0.03742613
2.06266184        1.84052903       0.03697959
2.06266184        1.90399555       0.03639563
2.06266184        1.96746207       0.03567202
2.06266184        2.03092858       0.03480703
2.06266184        2.09439510       0.03379955
2.06266184        2.15786162       0.03264928
2.06266184        2.22132814       0.03135682
2.06266184        2.28479466       0.02992379
2.06266184        2.34826118       0.02835291
2.06266184        2.41172769       0.02664806
2.06266184        2.47519421       0.02481431
2.06266184        2.53866073       0.02285792
2.06266184        2.60212725       0.02078636
2.06266184        2.66559377       0.01860824
2.06266184        2.72906028       0.01633323
2.06266184        2.79252680       0.01397206
2.06266184        2.85599332       0.01153633
2.06266184        2.91945984       0.00903847
2.06266184        2.98292636       0.00649155
2.06266184        3.04639288       0.00390921
2.06266184        3.10985939       0.00130546
2.06266184        3.17332591       0.00130546
2.06266184        3.23679243       0.00390921
2.06266184        3.30025895       0.00649155
2.06266184        3.36372547       0.00903847
2.06266184        3.42719199       0.01153633
2.06266184        3.49065850       0.01397206
2.06266184        3.55412502       0.01633323
2.06266184        3.61759154       0.01860824
2.06266184        3.68105806       0.02078636
2.06266184        3.74452458       0.02285792
2.06266184        3.80799110       0.02481431
2.06266184        3.87145761       0.02664806
2.06266184        3.93492413       0.02835291
2.06266184        3.99839065       0.02992379
2.06266184        4.06185717       0.03135682
2.06266184        4.12532369       0.03264928
2.06266184        4.18879020       0.03379955
2.06266184        4.25225672       0.03480703
2.06266184        4.31572324       0.03567202
2.06266184        4.37918976       0.03639563
2.06266184        4.44265628       0.03697959
2.06266184        4.50612280       0.03742613
2.06266184        4.56958931       0.03773779
2.06266184        4.63305583       0.03791731
2.06266184        4.69652235       0.03796739
2.06266184        4.75998887       0.03789061
2.06266184        4.82345539       0.03768933
2.06266184        4.88692191       0.03736556
2.06266184        4.95038842       0.03692098
2.06266184        5.01385494       0.03635698
2.06266184        5.07732146       0.03567475
2.06266184        5.14078798       0.03487558
2.06266184        5.20425450       0.03396112
2.06266184        5.26772102       0.03293397
2.06266184        5.33118753       0.03179837
2.06266184        5.39465405       0.03056120
2.06266184        5.45812057       0.02923340
2.06266184        5.52158709       0.02783185
2.06266184        5.58505361       0.02638202
2.06266184        5.64852012       0.02492154
2.06266184        5.71198664       0.02350472
2.06266184        5.77545316       0.02220760
2.06266184        5.83891968       0.02113187
2.06266184        5.90238620       0.02040337
2.06266184        5.96585272       0.02015916
2.06266184        6.02931923       0.02052014
2.06266184        6.09278575       0.02155837
2.06266184        6.15625227       0.02327993
2.06266184        6.21971879       0.02563465
2.06266184        6.28318531       0.02854212
2.09439510        0.00000000       0.02854212
2.09439510        0.06346652       0.02560935
2.09439510        0.12693304       0.02317093
2.09439510        0.19039955       0.02130854
2.09439510        0.25386607       0.02008496
2.09439510        0.31733259       0.01951847
2.09439510        0.38079911       0.01956556
2.09439510        0.44426563       0.02012726
2.09439510        0.50773215       0.02107647
2.09439510        0.57119866       0.02228761
2.09439510        0.63466518       0.02365429
2.09439510        0.69813170       0.02509436
2.09439510        0.76159822       0.02654774
2.09439510        0.82506474       0.02797185
2.09439510        0.88853126       0.02933706
2.09439510        0.95199777       0.03062299
2.09439510        1.01546429       0.03181575
2.09439510        1.07893081       0.03290587
2.09439510        1.14239733       0.03388689
2.09439510        1.20586385       0.03475427
2.09439510        1.26933037       0.03550464
2.09439510        1.33279688       0.03613533
2.09439510        1.39626340       0.03664395
2.09439510        1.45972992       0.03702818
2.09439510        1.52319644       0.03728567
2.09439510        1.58666296       0.03741394
2.09439510        1.65012947       0.03741041
2.09439510        1.71359599       0.03727245
2.09439510        1.77706251       0.03699747
2.09439510        1.84052903       0.03658304
2.09439510        1.90399555       0.03602700
2.09439510        1.96746207       0.03532761
2.09439510        2.03092858       0.03448368
2.09439510        2.09439510       0.03349471
2.09439510        2.15786162       0.03236098
2.09439510        2.22132814       0.03108368
2.09439510        2.28479466       0.02966498
2.09439510        2.34826118       0.02810811
2.09439510        2.41172769       0.02641739
2.09439510        2.47519421       0.02459828
2.09439510        2.53866073       0.02265734
2.09439510        2.60212725       0.02060226
2.09439510        2.66559377       0.01844179
