% Model:              microstrip_patch_antenna.mph
% Version:            COMSOL 5.0.0.243
% Date:               Mar 31 2023, 16:50
% Dimension:          3
% Nodes:              1000000
% Expressions:        1
% Description:        Electric field, y component
% Length unit:        mm
% Theta           Phi              r
2.09439510        2.72906028       0.01618570
2.09439510        2.79252680       0.01384468
2.09439510        2.85599332       0.01143028
2.09439510        2.91945984       0.00895480
2.09439510        2.98292636       0.00643113
2.09439510        3.04639288       0.00387269
2.09439510        3.10985939       0.00129324
2.09439510        3.17332591       0.00129324
2.09439510        3.23679243       0.00387269
2.09439510        3.30025895       0.00643113
2.09439510        3.36372547       0.00895480
2.09439510        3.42719199       0.01143028
2.09439510        3.49065850       0.01384468
2.09439510        3.55412502       0.01618570
2.09439510        3.61759154       0.01844179
2.09439510        3.68105806       0.02060226
2.09439510        3.74452458       0.02265734
2.09439510        3.80799110       0.02459828
2.09439510        3.87145761       0.02641739
2.09439510        3.93492413       0.02810811
2.09439510        3.99839065       0.02966498
2.09439510        4.06185717       0.03108368
2.09439510        4.12532369       0.03236098
2.09439510        4.18879020       0.03349471
2.09439510        4.25225672       0.03448368
2.09439510        4.31572324       0.03532761
2.09439510        4.37918976       0.03602700
2.09439510        4.44265628       0.03658304
2.09439510        4.50612280       0.03699747
2.09439510        4.56958931       0.03727245
2.09439510        4.63305583       0.03741041
2.09439510        4.69652235       0.03741394
2.09439510        4.75998887       0.03728567
2.09439510        4.82345539       0.03702818
2.09439510        4.88692191       0.03664395
2.09439510        4.95038842       0.03613533
2.09439510        5.01385494       0.03550464
2.09439510        5.07732146       0.03475427
2.09439510        5.14078798       0.03388689
2.09439510        5.20425450       0.03290587
2.09439510        5.26772102       0.03181575
2.09439510        5.33118753       0.03062299
2.09439510        5.39465405       0.02933706
2.09439510        5.45812057       0.02797185
2.09439510        5.52158709       0.02654774
2.09439510        5.58505361       0.02509436
2.09439510        5.64852012       0.02365429
2.09439510        5.71198664       0.02228761
2.09439510        5.77545316       0.02107647
2.09439510        5.83891968       0.02012726
2.09439510        5.90238620       0.01956556
2.09439510        5.96585272       0.01951847
2.09439510        6.02931923       0.02008496
2.09439510        6.09278575       0.02130854
2.09439510        6.15625227       0.02317093
2.09439510        6.21971879       0.02560935
2.09439510        6.28318531       0.02854212
2.12612836        0.00000000       0.02854212
2.12612836        0.06346652       0.02559671
2.12612836        0.12693304       0.02308685
2.12612836        0.19039955       0.02109396
2.12612836        0.25386607       0.01969070
2.12612836        0.31733259       0.01891772
2.12612836        0.38079911       0.01876107
2.12612836        0.44426563       0.01914732
2.12612836        0.50773215       0.01996300
2.12612836        0.57119866       0.02108445
2.12612836        0.63466518       0.02240051
2.12612836        0.69813170       0.02382200
2.12612836        0.76159822       0.02528197
2.12612836        0.82506474       0.02673189
2.12612836        0.88853126       0.02813724
2.12612836        0.95199777       0.02947360
2.12612836        1.01546429       0.03072375
2.12612836        1.07893081       0.03187543
2.12612836        1.14239733       0.03291982
2.12612836        1.20586385       0.03385042
2.12612836        1.26933037       0.03466226
2.12612836        1.33279688       0.03535136
2.12612836        1.39626340       0.03591437
2.12612836        1.45972992       0.03634826
2.12612836        1.52319644       0.03665027
2.12612836        1.58666296       0.03681774
2.12612836        1.65012947       0.03684817
2.12612836        1.71359599       0.03673917
2.12612836        1.77706251       0.03648859
2.12612836        1.84052903       0.03609456
2.12612836        1.90399555       0.03555558
2.12612836        1.96746207       0.03487065
2.12612836        2.03092858       0.03403934
2.12612836        2.09439510       0.03306192
2.12612836        2.15786162       0.03193943
2.12612836        2.22132814       0.03067376
2.12612836        2.28479466       0.02926773
2.12612836        2.34826118       0.02772512
2.12612836        2.41172769       0.02605073
2.12612836        2.47519421       0.02425038
2.12612836        2.53866073       0.02233089
2.12612836        2.60212725       0.02030009
2.12612836        2.66559377       0.01816678
2.12612836        2.72906028       0.01594067
2.12612836        2.79252680       0.01363229
2.12612836        2.85599332       0.01125293
2.12612836        2.91945984       0.00881457
2.12612836        2.98292636       0.00632972
2.12612836        3.04639288       0.00381133
2.12612836        3.10985939       0.00127270
2.12612836        3.17332591       0.00127270
2.12612836        3.23679243       0.00381133
2.12612836        3.30025895       0.00632972
2.12612836        3.36372547       0.00881457
2.12612836        3.42719199       0.01125293
2.12612836        3.49065850       0.01363229
2.12612836        3.55412502       0.01594067
2.12612836        3.61759154       0.01816678
2.12612836        3.68105806       0.02030009
2.12612836        3.74452458       0.02233089
2.12612836        3.80799110       0.02425038
2.12612836        3.87145761       0.02605073
2.12612836        3.93492413       0.02772512
2.12612836        3.99839065       0.02926773
2.12612836        4.06185717       0.03067376
2.12612836        4.12532369       0.03193943
2.12612836        4.18879020       0.03306192
2.12612836        4.25225672       0.03403934
2.12612836        4.31572324       0.03487065
2.12612836        4.37918976       0.03555558
2.12612836        4.44265628       0.03609456
2.12612836        4.50612280       0.03648859
2.12612836        4.56958931       0.03673917
2.12612836        4.63305583       0.03684817
2.12612836        4.69652235       0.03681774
2.12612836        4.75998887       0.03665027
2.12612836        4.82345539       0.03634826
2.12612836        4.88692191       0.03591437
2.12612836        4.95038842       0.03535136
2.12612836        5.01385494       0.03466226
2.12612836        5.07732146       0.03385042
2.12612836        5.14078798       0.03291982
2.12612836        5.20425450       0.03187543
2.12612836        5.26772102       0.03072375
2.12612836        5.33118753       0.02947360
2.12612836        5.39465405       0.02813724
2.12612836        5.45812057       0.02673189
2.12612836        5.52158709       0.02528197
2.12612836        5.58505361       0.02382200
2.12612836        5.64852012       0.02240051
2.12612836        5.71198664       0.02108445
2.12612836        5.77545316       0.01996300
2.12612836        5.83891968       0.01914732
2.12612836        5.90238620       0.01876107
2.12612836        5.96585272       0.01891772
2.12612836        6.02931923       0.01969070
2.12612836        6.09278575       0.02109396
2.12612836        6.15625227       0.02308685
2.12612836        6.21971879       0.02559671
2.12612836        6.28318531       0.02854212
2.15786162        0.00000000       0.02854212
2.15786162        0.06346652       0.02559711
2.15786162        0.12693304       0.02302939
2.15786162        0.19039955       0.02091856
2.15786162        0.25386607       0.01934407
2.15786162        0.31733259       0.01836582
2.15786162        0.38079911       0.01799905
2.15786162        0.44426563       0.01819924
2.15786162        0.50773215       0.01887092
2.15786162        0.57119866       0.01989504
2.15786162        0.63466518       0.02115612
2.15786162        0.69813170       0.02255723
2.15786162        0.76159822       0.02402342
2.15786162        0.82506474       0.02549930
2.15786162        0.88853126       0.02694472
2.15786162        0.95199777       0.02833078
2.15786162        1.01546429       0.02963662
2.15786162        1.07893081       0.03084703
2.15786162        1.14239733       0.03195081
2.15786162        1.20586385       0.03293954
2.15786162        1.26933037       0.03380671
2.15786162        1.33279688       0.03454720
2.15786162        1.39626340       0.03515683
2.15786162        1.45972992       0.03563208
2.15786162        1.52319644       0.03596994
2.15786162        1.58666296       0.03616780
2.15786162        1.65012947       0.03622339
2.15786162        1.71359599       0.03613481
2.15786162        1.77706251       0.03590050
2.15786162        1.84052903       0.03551932
2.15786162        1.90399555       0.03499060
2.15786162        1.96746207       0.03431421
2.15786162        2.03092858       0.03349061
2.15786162        2.09439510       0.03252095
2.15786162        2.15786162       0.03140711
2.15786162        2.22132814       0.03015176
2.15786162        2.28479466       0.02875841
2.15786162        2.34826118       0.02723142
2.15786162        2.41172769       0.02557607
2.15786162        2.47519421       0.02379852
2.15786162        2.53866073       0.02190583
2.15786162        2.60212725       0.01990593
2.15786162        2.66559377       0.01780756
2.15786162        2.72906028       0.01562029
2.15786162        2.79252680       0.01335439
2.15786162        2.85599332       0.01102077
2.15786162        2.91945984       0.00863094
2.15786162        2.98292636       0.00619689
2.15786162        3.04639288       0.00373096
2.15786162        3.10985939       0.00124580
2.15786162        3.17332591       0.00124580
